NSGA-II,MOACO
48.6111,180.431
40.0572,304.199
63.8907,189.893
66.808,213.977
49.3909,185.914
43.9748,183.318
42.5895,206.307
33.7942,269.83
41.5138,239.535
37.0374,253.073
58.3968,205.383
41.9251,240.216
41.502,213.33
53.7233,223.503
48.8325,201.242
35.5467,257.519
52.0069,175.758
47.1706,228.823
50.2011,263.537
59.9819,218.624
37.3407,183.581
34.7325,247.921
23.7615,255.605
56.3135,185.058
48.5582,234.646
26.8326,197.984
56.0089,203.905
36.8142,289.652
40.1755,210.142
68.2803,256.762
