NSGA-II,MOACO
103.276,366.932
94.8412,343.27
81.6751,413.886
110.121,358.938
86.7978,299.949
115.828,242.637
75.9089,332.68
68.6932,344.652
107.891,254.206
87.0225,248.841
126.947,225.216
105.744,270.866
92.9711,281.877
86.5212,255.008
94.5729,240.118
127.002,246.858
118.755,217.907
85.5654,263.512
93.6784,248.693
103.604,257.063
73.3755,260.513
95.7573,240.827
79.1883,198.22
78.8056,229.463
124.467,244.711
72.4174,242.969
99.9158,198.167
105.66,234.111
128.941,299.106
90.8859,215.263
